Training_Record_ID,Batch_ID,Associate_ID,Experience_Level,RCM_Function,Client,Trainer_ID,Training_Type,Training_Mode,Training_Start_Date,Training_End_Date,Planned_Days,Actual_Days,Planned_Hours,Actual_Training_Hours,Productive_Hours,Non_Productive_Hours,Trainer_Available_Hours,Trainer_Utilization_Pct,Assessment_Score,Assessment_Attempts,First_Pass,Quality_Score,Productivity_Score,Floor_Support_Cases,Knowledge_Gap_Count,Retraining_Hours,Completion_Status,Month,Training_Week,Extended Training 
102,BAT202606-03,ASS0026,Fresher,AR,Client Beta,TR005,CST,Classroom,2026-06-14 00:00:00,2026-06-17 00:00:00,4,4,32,30.3,20.2,10.1,34,89.1,76,1,Yes,96.2,74.9,1,1,1.1,Completed,Jun-2026,24,0
103,BAT202606-03,ASS0026,Fresher,AR,Client Beta,TR005,LAW,Classroom,2026-06-18 00:00:00,2026-06-27 00:00:00,10,10,80,67.7,57.5,10.2,86.4,78.4,100,1,Yes,87.5,95.6,10,2,1.4,Completed,Jun-2026,25,0
104,BAT202606-03,ASS0026,Fresher,AR,Client Beta,TR005,OJT,Hybrid,2026-06-28 00:00:00,2026-07-21 00:00:00,25,24,200,178.5,119.2,59.3,194.7,91.7,69,2,No,88.7,79,7,1,7,Completed,Jun-2026,26,0
105,BAT202602-03,ASS0027,Fresher,CBR,Client Beta,TR003,Generic Training,Classroom,2026-02-07 00:00:00,2026-02-11 00:00:00,5,5,40,39.4,33.3,6.1,38.8,101.5,66,2,No,96,86.3,1,0,6.1,Completed,Feb-2026,6,0
106,BAT202602-03,ASS0027,Fresher,CBR,Client Beta,TR003,CST,Classroom,2026-02-12 00:00:00,2026-02-16 00:00:00,5,5,40,38.5,31.1,7.4,42.6,90.4,78,1,Yes,81.2,80.1,4,2,0.3,Completed,Feb-2026,7,0
107,BAT202602-03,ASS0027,Fresher,CBR,Client Beta,TR003,LAW,Classroom,2026-02-17 00:00:00,2026-02-26 00:00:00,10,10,80,68.9,45.6,23.3,82.7,83.3,72,1,Yes,83.6,81,2,5,1.1,Extended,Feb-2026,8,0
108,BAT202602-03,ASS0027,Fresher,CBR,Client Beta,TR003,OJT,Classroom,2026-02-27 00:00:00,2026-03-23 00:00:00,25,25,200,200,188,12,210.4,95.1,87,1,Yes,83,79.2,2,0,0.5,Completed,Feb-2026,9,0
109,BAT202603-03,ASS0028,Experienced,BRCM,Client Alpha,TR004,Generic Training,Virtual,2026-03-13 00:00:00,2026-03-15 00:00:00,3,3,24,23.4,22.1,1.3,24.9,94,76,1,Yes,92.4,90.5,2,1,1.7,Completed,Mar-2026,11,0
110,BAT202603-03,ASS0028,Experienced,BRCM,Client Alpha,TR004,CST,Classroom,2026-03-16 00:00:00,2026-03-16 00:00:00,2,1,16,14.4,9.6,4.8,16,90,84,3,No,90.1,95.7,4,0,4.3,Completed,Mar-2026,12,0
111,BAT202603-03,ASS0028,Experienced,BRCM,Client Alpha,TR004,LAW,Hybrid,2026-03-17 00:00:00,2026-03-21 00:00:00,5,5,40,38.6,28.3,10.3,38.9,99.2,96,1,Yes,90.9,75.8,4,1,1.2,Completed,Mar-2026,12,0
112,BAT202603-03,ASS0028,Experienced,BRCM,Client Alpha,TR004,OJT,Classroom,2026-03-22 00:00:00,2026-04-05 00:00:00,15,15,120,114.2,83.2,31,126.1,90.6,67,3,No,88.4,84.9,4,2,7.3,Completed,Mar-2026,12,0
113,BAT202608-03,ASS0029,Experienced,AR,Client Alpha,TR005,Generic Training,Classroom,2026-08-30 00:00:00,2026-09-02 00:00:00,4,4,32,28.7,16.3,12.4,33.1,86.7,63,3,No,73.3,70.2,4,1,7.2,Completed,Aug-2026,35,0
114,BAT202609-03,ASS0029,Experienced,AR,Client Alpha,TR005,CST,Virtual,2026-09-03 00:00:00,2026-09-04 00:00:00,2,2,16,15.8,13.1,2.7,16.4,96.3,87,1,Yes,87.5,73.8,3,2,1,Completed,Sep-2026,36,0
115,BAT202609-03,ASS0029,Experienced,AR,Client Alpha,TR005,LAW,Hybrid,2026-09-05 00:00:00,2026-09-09 00:00:00,5,5,40,38.7,23.7,15,39.4,98.2,84,1,Yes,99.5,85.2,8,0,1.1,Completed,Sep-2026,36,0
116,BAT202609-03,ASS0029,Experienced,AR,Client Alpha,TR005,OJT,Classroom,2026-09-10 00:00:00,2026-09-24 00:00:00,15,15,120,120,69.5,50.5,117.9,101.8,86,1,Yes,100,68.2,3,1,0.3,Completed,Sep-2026,37,0
117,BAT202607-03,ASS0030,Experienced,CBR,Revere Health,TR008,Generic Training,Hybrid,2026-07-16 00:00:00,2026-07-19 00:00:00,4,4,32,25.6,19.3,6.3,30.6,83.7,86,1,Yes,96.6,83.1,3,2,0.2,Completed,Jul-2026,29,0
118,BAT202607-03,ASS0030,Experienced,CBR,Revere Health,TR008,CST,Virtual,2026-07-20 00:00:00,2026-07-22 00:00:00,3,3,24,24,16.9,7.1,23.5,102.1,89,1,Yes,79.3,77.6,1,1,2,Completed,Jul-2026,30,0
119,BAT202607-03,ASS0030,Experienced,CBR,Revere Health,TR008,LAW,Hybrid,2026-07-23 00:00:00,2026-07-27 00:00:00,5,5,40,38.1,24.5,13.6,37.8,100.8,81,1,Yes,89.2,76.8,10,1,1.6,Completed,Jul-2026,30,0
120,BAT202607-03,ASS0030,Experienced,CBR,Revere Health,TR008,OJT,Hybrid,2026-07-28 00:00:00,2026-08-11 00:00:00,15,15,120,107.9,66.4,41.5,127.9,84.4,69,3,No,76.2,87,3,3,6.7,Completed,Jul-2026,31,0
121,BAT202606-04,ASS0031,Fresher,BRCM,Client Beta,TR008,Generic Training,Virtual,2026-06-22 00:00:00,2026-06-28 00:00:00,6,7,48,44.8,27,17.8,48.1,93.1,81,1,Yes,89.1,64.3,1,1,1.7,Completed,Jun-2026,26,1
122,BAT202606-04,ASS0031,Fresher,BRCM,Client Beta,TR008,CST,Virtual,2026-06-29 00:00:00,2026-07-04 00:00:00,4,6,32,32,26.9,5.1,33.8,94.7,78,1,Yes,90.4,82.9,1,1,1.8,Completed,Jun-2026,27,1
123,BAT202607-04,ASS0031,Fresher,BRCM,Client Beta,TR008,LAW,Floor,2026-07-05 00:00:00,2026-07-14 00:00:00,10,10,80,80,59.1,20.9,84.2,95,100,1,Yes,84.1,74.3,6,0,0,Extended,Jul-2026,27,0
124,BAT202607-04,ASS0031,Fresher,BRCM,Client Beta,TR008,OJT,Virtual,2026-07-15 00:00:00,2026-08-08 00:00:00,25,25,200,192.9,148.8,44.1,186.1,103.7,89,1,Yes,92.4,89.5,6,0,0.2,Completed,Jul-2026,29,0
125,BAT202602-04,ASS0032,Experienced,CBR,River Health,TR008,Generic Training,Hybrid,2026-02-18 00:00:00,2026-02-19 00:00:00,2,2,16,14.6,10.2,4.4,15.8,92.4,96,1,Yes,86,65.9,1,1,1,Completed,Feb-2026,8,0
126,BAT202602-04,ASS0032,Experienced,CBR,River Health,TR008,CST,Floor,2026-02-20 00:00:00,2026-02-21 00:00:00,2,2,16,14.3,10.4,3.9,15.9,89.9,82,1,Yes,96.9,68.9,0,1,0.1,Completed,Feb-2026,8,0
127,BAT202602-04,ASS0032,Experienced,CBR,River Health,TR008,LAW,Classroom,2026-02-22 00:00:00,2026-02-26 00:00:00,5,5,40,39.5,24.6,14.9,36.8,107.3,86,1,Yes,90,70.4,6,1,0.6,Completed,Feb-2026,8,0
128,BAT202602-04,ASS0032,Experienced,CBR,River Health,TR008,OJT,Virtual,2026-02-27 00:00:00,2026-03-13 00:00:00,15,15,120,113.3,71.8,41.5,117.8,96.2,93,1,Yes,75.2,73.8,8,2,0.3,Completed,Feb-2026,9,0
129,BAT202601-04,ASS0033,Experienced,CBR,Revere Health,TR005,Generic Training,Classroom,2026-01-28 00:00:00,2026-01-31 00:00:00,4,4,32,32,21.7,10.3,33.4,95.8,57,3,No,85.8,67.6,1,3,5.9,Completed,Jan-2026,5,0
130,BAT202602-04,ASS0033,Experienced,CBR,Revere Health,TR005,CST,Classroom,2026-02-01 00:00:00,2026-02-02 00:00:00,2,2,16,12.8,8.9,3.9,16.4,78,85,1,Yes,73.6,90.2,1,1,0.4,Completed,Feb-2026,5,0
131,BAT202602-04,ASS0033,Experienced,CBR,Revere Health,TR005,LAW,Hybrid,2026-02-03 00:00:00,2026-02-07 00:00:00,5,5,40,35.5,20.5,15,39.7,89.4,64,2,No,87,71.2,11,1,2.8,Completed,Feb-2026,6,0
132,BAT202602-04,ASS0033,Experienced,CBR,Revere Health,TR005,OJT,Floor,2026-02-08 00:00:00,2026-02-22 00:00:00,15,15,120,118.5,76.3,42.2,123.1,96.3,83,1,Yes,77,77.3,5,2,1.1,Completed,Feb-2026,6,0
133,BAT202608-04,ASS0034,Experienced,AR,Client Gamma,TR001,Generic Training,Floor,2026-08-06 00:00:00,2026-08-09 00:00:00,4,4,32,30.7,22.6,8.1,32.3,95,75,1,Yes,100,90.5,2,1,1.5,Completed,Aug-2026,32,0
134,BAT202608-04,ASS0034,Experienced,AR,Client Gamma,TR001,CST,Classroom,2026-08-10 00:00:00,2026-08-12 00:00:00,3,3,24,24,14.6,9.4,23.9,100.4,72,3,No,75.6,97.8,2,2,2.9,Completed,Aug-2026,33,0
135,BAT202608-04,ASS0034,Experienced,AR,Client Gamma,TR001,LAW,Classroom,2026-08-13 00:00:00,2026-08-15 00:00:00,5,3,40,35.6,33.1,2.5,40.9,87,65,2,No,87.5,88.5,12,3,3.3,Completed,Aug-2026,33,0
136,BAT202608-04,ASS0034,Experienced,AR,Client Gamma,TR001,OJT,Hybrid,2026-08-16 00:00:00,2026-08-30 00:00:00,15,15,120,114.1,72.8,41.3,126.8,90,95,1,Yes,90.2,80.8,7,3,1.1,Extended,Aug-2026,33,0
137,BAT202604-04,ASS0035,Experienced,CBR,River Health,TR008,Generic Training,Virtual,2026-04-18 00:00:00,2026-04-20 00:00:00,3,3,24,22.3,14.1,8.2,23.6,94.5,81,1,Yes,82.1,78.4,3,4,1.6,Completed,Apr-2026,16,0
138,BAT202604-04,ASS0035,Experienced,CBR,River Health,TR008,CST,Classroom,2026-04-21 00:00:00,2026-04-22 00:00:00,2,2,16,14.4,7.5,6.9,14.8,97.3,90,1,Yes,80.3,76,1,0,0.4,Completed,Apr-2026,17,0
139,BAT202604-04,ASS0035,Experienced,CBR,River Health,TR008,LAW,Classroom,2026-04-23 00:00:00,2026-04-27 00:00:00,5,5,40,33.9,31.1,2.8,42.8,79.2,87,1,Yes,100,73,12,1,1.6,Completed,Apr-2026,17,0
140,BAT202604-04,ASS0035,Experienced,CBR,River Health,TR008,OJT,Hybrid,2026-04-28 00:00:00,2026-05-12 00:00:00,15,15,120,103.2,87.1,16.1,110.4,93.5,71,1,Yes,78.4,86.2,4,1,0.1,Completed,Apr-2026,18,0
141,BAT202603-04,ASS0036,Experienced,AR,Client Delta,TR007,Generic Training,Hybrid,2026-03-30 00:00:00,2026-03-31 00:00:00,2,2,16,16,12.8,3.2,17.2,93,79,1,Yes,95.1,93.9,2,1,1.2,Completed,Mar-2026,14,0
142,BAT202604-04,ASS0036,Experienced,AR,Client Delta,TR007,CST,Floor,2026-04-01 00:00:00,2026-04-03 00:00:00,3,3,24,21.1,15.4,5.7,23.2,90.9,73,1,Yes,89.8,76.3,2,2,1,Completed,Apr-2026,14,0
143,BAT202604-04,ASS0036,Experienced,AR,Client Delta,TR007,LAW,Classroom,2026-04-04 00:00:00,2026-04-08 00:00:00,5,5,40,39.1,27.4,11.7,41.8,93.5,87,1,Yes,93.1,90.2,14,1,0.1,Completed,Apr-2026,14,0
144,BAT202604-04,ASS0036,Experienced,AR,Client Delta,TR007,OJT,Floor,2026-04-09 00:00:00,2026-04-23 00:00:00,15,15,120,112.3,80.2,32.1,118,95.2,86,1,Yes,93.1,87.8,6,0,1.7,Completed,Apr-2026,15,0
145,BAT202605-04,ASS0037,Fresher,Charge Entry,River Health,TR004,Generic Training,Classroom,2026-05-04 00:00:00,2026-05-09 00:00:00,6,6,48,44.5,29.9,14.6,47.3,94.1,82,1,Yes,86.8,78.1,0,2,1.2,Completed,May-2026,19,0
146,BAT202605-04,ASS0037,Fresher,Charge Entry,River Health,TR004,CST,Hybrid,2026-05-10 00:00:00,2026-05-14 00:00:00,5,5,40,36.6,23.9,12.7,41.5,88.2,79,1,Yes,81.9,84.1,1,0,1.6,Extended,May-2026,19,0
147,BAT202605-04,ASS0037,Fresher,Charge Entry,River Health,TR004,LAW,Floor,2026-05-15 00:00:00,2026-05-24 00:00:00,10,10,80,77.2,54.3,22.9,81.7,94.5,86,1,Yes,85.7,85.9,6,2,1.2,Completed,May-2026,20,0
148,BAT202605-04,ASS0037,Fresher,Charge Entry,River Health,TR004,OJT,Classroom,2026-05-25 00:00:00,2026-06-18 00:00:00,25,25,200,188.5,169,19.5,187.7,100.4,75,1,Yes,86.9,73.2,8,1,0.4,Completed,May-2026,22,0
149,BAT202604-04,ASS0038,Experienced,CBR,Client Delta,TR003,Generic Training,Floor,2026-04-14 00:00:00,2026-04-16 00:00:00,3,3,24,22.2,15.9,6.3,23.3,95.3,66,3,No,90.1,89.6,2,1,6.8,Completed,Apr-2026,16,0
150,BAT202604-04,ASS0038,Experienced,CBR,Client Delta,TR003,CST,Classroom,2026-04-17 00:00:00,2026-04-19 00:00:00,3,3,24,24,17.4,6.6,25.6,93.8,95,1,Yes,100,87.4,2,0,0.7,Completed,Apr-2026,16,0
151,BAT202604-04,ASS0038,Experienced,CBR,Client Delta,TR003,LAW,Hybrid,2026-04-20 00:00:00,2026-04-22 00:00:00,5,3,40,35.3,18.8,16.5,38.9,90.7,86,1,Yes,75.2,67.2,11,3,1.6,Completed,Apr-2026,17,0
152,BAT202604-04,ASS0038,Experienced,CBR,Client Delta,TR003,OJT,Virtual,2026-04-23 00:00:00,2026-05-07 00:00:00,15,15,120,104.7,78.8,25.9,119.4,87.7,90,1,Yes,100,81.5,6,0,0.4,Completed,Apr-2026,17,0
153,BAT202605-04,ASS0039,Fresher,Billing,Client Delta,TR006,Generic Training,Floor,2026-05-05 00:00:00,2026-05-09 00:00:00,5,5,40,38.9,24,14.9,39.1,99.5,83,1,Yes,87.3,78.7,1,0,1.7,Completed,May-2026,19,0
154,BAT202605-04,ASS0039,Fresher,Billing,Client Delta,TR006,CST,Hybrid,2026-05-10 00:00:00,2026-05-13 00:00:00,4,4,32,28.9,22.4,6.5,29.8,97,79,3,No,74.9,96.5,1,3,7.3,Completed,May-2026,19,0
155,BAT202605-04,ASS0039,Fresher,Billing,Client Delta,TR006,LAW,Floor,2026-05-14 00:00:00,2026-05-23 00:00:00,10,10,80,63.9,39.3,24.6,80.2,79.7,58,3,No,77.5,71.6,2,1,2.1,Completed,May-2026,20,0
156,BAT202605-04,ASS0039,Fresher,Billing,Client Delta,TR006,OJT,Classroom,2026-05-24 00:00:00,2026-06-17 00:00:00,25,25,200,196.9,136.2,60.7,191,103.1,86,1,Yes,84.3,78.9,3,2,0.8,Completed,May-2026,21,0
157,BAT202606-04,ASS0040,Fresher,Billing,River Health,TR003,Generic Training,Classroom,2026-06-21 00:00:00,2026-06-27 00:00:00,7,7,56,43.8,31.6,12.2,57.7,75.9,85,1,Yes,93.4,84.5,0,0,0.8,Completed,Jun-2026,25,0
158,BAT202606-04,ASS0040,Fresher,Billing,River Health,TR003,CST,Hybrid,2026-06-28 00:00:00,2026-07-01 00:00:00,4,4,32,28.3,20.5,7.8,33.2,85.2,67,2,No,90.3,95.3,4,4,2.8,Completed,Jun-2026,26,0
159,BAT202607-04,ASS0040,Fresher,Billing,River Health,TR003,LAW,Classroom,2026-07-02 00:00:00,2026-07-11 00:00:00,10,10,80,80,76,4,83.1,96.3,78,1,Yes,95.7,81.6,4,3,1,Completed,Jul-2026,27,0
160,BAT202607-04,ASS0040,Fresher,Billing,River Health,TR003,OJT,Hybrid,2026-07-12 00:00:00,2026-08-07 00:00:00,25,27,200,185.6,132.4,53.2,196.1,94.6,76,1,Yes,91.6,96.9,3,2,1.3,Completed,Jul-2026,28,1
161,BAT202606-05,ASS0041,Fresher,AUTH,Revere Health,TR007,Generic Training,Hybrid,2026-06-17 00:00:00,2026-06-24 00:00:00,8,8,64,62.9,50.3,12.6,66.6,94.4,82,1,Yes,97.3,92.7,1,3,1.8,Completed,Jun-2026,25,0
162,BAT202606-05,ASS0041,Fresher,AUTH,Revere Health,TR007,CST,Classroom,2026-06-25 00:00:00,2026-06-27 00:00:00,3,3,24,24,14.8,9.2,23.7,101.3,85,1,Yes,78.1,91.3,1,2,0.2,Completed,Jun-2026,26,0
163,BAT202606-05,ASS0041,Fresher,AUTH,Revere Health,TR007,LAW,Hybrid,2026-06-28 00:00:00,2026-07-07 00:00:00,10,10,80,80,54.2,25.8,83.6,95.7,93,1,Yes,90.8,71.1,8,1,0.2,Completed,Jun-2026,26,0
164,BAT202607-05,ASS0041,Fresher,AUTH,Revere Health,TR007,OJT,Virtual,2026-07-08 00:00:00,2026-08-01 00:00:00,25,25,200,198.7,123,75.7,205.3,96.8,62,2,No,72.4,79.4,8,0,6.5,Completed,Jul-2026,28,0
165,BAT202606-05,ASS0042,Experienced,CBR,Client Delta,TR008,Generic Training,Classroom,2026-06-29 00:00:00,2026-07-02 00:00:00,4,4,32,32,19.3,12.7,33.4,95.8,71,2,No,76.7,94.1,2,2,7,Completed,Jun-2026,27,0
166,BAT202607-05,ASS0042,Experienced,CBR,Client Delta,TR008,CST,Floor,2026-07-03 00:00:00,2026-07-05 00:00:00,3,3,24,21.7,20,1.7,25.6,84.8,92,1,Yes,99.1,99.5,4,1,1.1,Completed,Jul-2026,27,0
167,BAT202607-05,ASS0042,Experienced,CBR,Client Delta,TR008,LAW,Floor,2026-07-06 00:00:00,2026-07-10 00:00:00,5,5,40,40,31,9,37.9,105.5,88,1,Yes,98.8,100,9,1,1.3,Completed,Jul-2026,28,0
168,BAT202607-05,ASS0042,Experienced,CBR,Client Delta,TR008,OJT,Floor,2026-07-11 00:00:00,2026-07-25 00:00:00,15,15,120,109.2,84.3,24.9,121.8,89.7,95,1,Yes,89.3,86.6,6,0,0.1,Extended,Jul-2026,28,0
169,BAT202608-05,ASS0043,Fresher,AUTH,Client Delta,TR002,Generic Training,Classroom,2026-08-01 00:00:00,2026-08-08 00:00:00,8,8,64,55.8,43.7,12.1,68.9,81,88,1,Yes,79.6,84.9,2,3,0.8,Completed,Aug-2026,31,0
170,BAT202608-05,ASS0043,Fresher,AUTH,Client Delta,TR002,CST,Hybrid,2026-08-09 00:00:00,2026-08-12 00:00:00,5,4,40,37.8,24.7,13.1,43,87.9,74,1,Yes,82.1,79.2,1,1,1.6,Extended,Aug-2026,32,0
171,BAT202608-05,ASS0043,Fresher,AUTH,Client Delta,TR002,LAW,Classroom,2026-08-13 00:00:00,2026-08-22 00:00:00,10,10,80,70.3,45.3,25,80.8,87,78,1,Yes,81.4,77.4,6,1,1.2,Completed,Aug-2026,33,0
172,BAT202608-05,ASS0043,Fresher,AUTH,Client Delta,TR002,OJT,Virtual,2026-08-23 00:00:00,2026-09-16 00:00:00,25,25,200,190.2,143.6,46.6,207.2,91.8,71,1,Yes,79.2,81.8,3,2,1.7,Completed,Aug-2026,34,0
173,BAT202603-05,ASS0044,Fresher,AR,Client Gamma,TR007,Generic Training,Classroom,2026-03-26 00:00:00,2026-04-03 00:00:00,8,9,64,60.2,41.2,19,66,91.2,100,1,Yes,82.9,92.9,0,1,1.8,Completed,Mar-2026,13,1
174,BAT202604-05,ASS0044,Fresher,AR,Client Gamma,TR007,CST,Hybrid,2026-04-04 00:00:00,2026-04-06 00:00:00,3,3,24,24,17.4,6.6,22.7,105.7,95,1,Yes,94.8,82.4,4,2,1.8,Completed,Apr-2026,14,0
175,BAT202604-05,ASS0044,Fresher,AR,Client Gamma,TR007,LAW,Hybrid,2026-04-07 00:00:00,2026-04-16 00:00:00,10,10,80,80,73.9,6.1,81.6,98,94,1,Yes,81.5,94.4,6,1,0.8,Completed,Apr-2026,15,0
176,BAT202604-05,ASS0044,Fresher,AR,Client Gamma,TR007,OJT,Hybrid,2026-04-17 00:00:00,2026-05-11 00:00:00,25,25,200,177.5,134.6,42.9,199,89.2,65,2,No,85.8,72.9,3,2,4.9,Completed,Apr-2026,16,0
177,BAT202604-05,ASS0045,Fresher,BRCM,Client Gamma,TR006,Generic Training,Floor,2026-04-10 00:00:00,2026-04-15 00:00:00,6,6,48,48,33.2,14.8,47.5,101.1,69,2,No,91.2,82.2,1,1,2.1,Completed,Apr-2026,15,0
178,BAT202604-05,ASS0045,Fresher,BRCM,Client Gamma,TR006,CST,Classroom,2026-04-16 00:00:00,2026-04-18 00:00:00,3,3,24,23.8,15.8,8,25,95.2,85,1,Yes,79.5,76.5,2,0,1.4,Completed,Apr-2026,16,0
179,BAT202604-05,ASS0045,Fresher,BRCM,Client Gamma,TR006,LAW,Classroom,2026-04-19 00:00:00,2026-04-28 00:00:00,10,10,80,74.4,58.5,15.9,85.9,86.6,82,1,Yes,96.4,75,11,0,1.4,Completed,Apr-2026,16,0
180,BAT202604-05,ASS0045,Fresher,BRCM,Client Gamma,TR006,OJT,Classroom,2026-04-29 00:00:00,2026-05-23 00:00:00,25,25,200,173.5,106,67.5,206.7,83.9,69,3,No,92.8,77.5,6,1,4.7,Completed,Apr-2026,18,0
181,BAT202605-05,ASS0046,Experienced,Billing,Client Delta,TR002,Generic Training,Classroom,2026-05-02 00:00:00,2026-05-04 00:00:00,3,3,24,23.2,20.2,3,23.7,97.9,72,1,Yes,100,79.3,2,1,1.5,Completed,May-2026,18,0
182,BAT202605-05,ASS0046,Experienced,Billing,Client Delta,TR002,CST,Classroom,2026-05-05 00:00:00,2026-05-06 00:00:00,2,2,16,15.6,11.1,4.5,14.8,105.4,63,3,No,89.3,75.6,3,1,7.2,Completed,May-2026,19,0
183,BAT202605-05,ASS0046,Experienced,Billing,Client Delta,TR002,LAW,Classroom,2026-05-07 00:00:00,2026-05-11 00:00:00,5,5,40,35.8,31.7,4.1,42.5,84.2,88,1,Yes,86.7,90.1,3,2,1.7,Completed,May-2026,19,0
184,BAT202605-05,ASS0046,Experienced,Billing,Client Delta,TR002,OJT,Classroom,2026-05-12 00:00:00,2026-05-26 00:00:00,15,15,120,107.6,80.6,27,110.9,97,85,1,Yes,73.5,85.8,4,1,2,Completed,May-2026,20,0
185,BAT202607-05,ASS0047,Experienced,BRCM,River Health,TR007,Generic Training,Floor,2026-07-05 00:00:00,2026-07-07 00:00:00,3,3,24,21.9,16.7,5.2,25,87.6,82,1,Yes,81,77.6,2,1,0.4,Completed,Jul-2026,27,0
186,BAT202607-05,ASS0047,Experienced,BRCM,River Health,TR007,CST,Floor,2026-07-08 00:00:00,2026-07-08 00:00:00,2,1,16,16,10.7,5.3,15.6,102.6,84,1,Yes,91.1,83.5,1,2,0.5,Completed,Jul-2026,28,0
187,BAT202607-05,ASS0047,Experienced,BRCM,River Health,TR007,LAW,Classroom,2026-07-09 00:00:00,2026-07-13 00:00:00,5,5,40,40,34.2,5.8,37.8,105.8,89,3,No,77.3,86.3,7,1,4.5,Completed,Jul-2026,28,0
188,BAT202607-05,ASS0047,Experienced,BRCM,River Health,TR007,OJT,Hybrid,2026-07-14 00:00:00,2026-07-28 00:00:00,15,15,120,120,88.2,31.8,113.2,106,92,1,Yes,100,82.2,11,3,0.8,Completed,Jul-2026,29,0
189,BAT202601-05,ASS0048,Experienced,AUTH,River Health,TR002,Generic Training,Hybrid,2026-01-19 00:00:00,2026-01-21 00:00:00,3,3,24,22.4,16.6,5.8,25.2,88.9,83,1,Yes,93.9,92,1,1,0.8,Completed,Jan-2026,4,0
190,BAT202601-05,ASS0048,Experienced,AUTH,River Health,TR002,CST,Classroom,2026-01-22 00:00:00,2026-01-24 00:00:00,3,3,24,24,20.8,3.2,24.5,98,79,3,No,96.3,92.9,0,1,5.3,Completed,Jan-2026,4,0
191,BAT202601-05,ASS0048,Experienced,AUTH,River Health,TR002,LAW,Hybrid,2026-01-25 00:00:00,2026-01-29 00:00:00,5,5,40,36.8,25.3,11.5,42.9,85.8,96,2,No,82.2,71.3,4,1,3.7,Completed,Jan-2026,4,0
192,BAT202601-05,ASS0048,Experienced,AUTH,River Health,TR002,OJT,Classroom,2026-01-30 00:00:00,2026-02-13 00:00:00,15,15,120,120,81.7,38.3,111.2,107.9,68,2,No,83.1,81.2,1,3,3.7,Completed,Jan-2026,5,0
193,BAT202603-05,ASS0049,Experienced,AR,Client Delta,TR008,Generic Training,Hybrid,2026-03-08 00:00:00,2026-03-09 00:00:00,2,2,16,14.4,8.8,5.6,16.7,86.2,78,1,Yes,84.3,67.6,1,1,1.4,Completed,Mar-2026,10,0
194,BAT202603-05,ASS0049,Experienced,AR,Client Delta,TR008,CST,Classroom,2026-03-10 00:00:00,2026-03-12 00:00:00,3,3,24,23.8,15.6,8.2,25.3,94.1,75,1,Yes,86.8,90.7,2,1,1.6,Completed,Mar-2026,11,0
195,BAT202603-05,ASS0049,Experienced,AR,Client Delta,TR008,LAW,Hybrid,2026-03-13 00:00:00,2026-03-17 00:00:00,5,5,40,34.6,21.1,13.5,37,93.5,90,1,Yes,88.7,83.4,4,1,0.2,Completed,Mar-2026,11,0
196,BAT202603-05,ASS0049,Experienced,AR,Client Delta,TR008,OJT,Classroom,2026-03-18 00:00:00,2026-04-01 00:00:00,15,15,120,104.7,88.4,16.3,112.9,92.7,74,1,Yes,83.1,97,5,0,1.2,Completed,Mar-2026,12,0
197,BAT202608-05,ASS0050,Fresher,Charge Entry,Revere Health,TR007,Generic Training,Hybrid,2026-08-17 00:00:00,2026-08-23 00:00:00,7,7,56,54.9,43,11.9,60,91.5,84,1,Yes,100,76.8,1,1,0,Completed,Aug-2026,34,0
198,BAT202608-05,ASS0050,Fresher,Charge Entry,Revere Health,TR007,CST,Floor,2026-08-24 00:00:00,2026-08-26 00:00:00,3,3,24,22.2,17.5,4.7,22.5,98.7,81,1,Yes,95.9,95.1,2,1,1.2,Completed,Aug-2026,35,0
199,BAT202608-05,ASS0050,Fresher,Charge Entry,Revere Health,TR007,LAW,Floor,2026-08-27 00:00:00,2026-09-05 00:00:00,10,10,80,80,61.4,18.6,84.3,94.9,81,1,Yes,95.8,93.9,7,0,1.6,Completed,Aug-2026,35,0
200,BAT202609-05,ASS0050,Fresher,Charge Entry,Revere Health,TR007,OJT,Classroom,2026-09-06 00:00:00,2026-09-30 00:00:00,25,25,200,199,145.9,53.1,205.2,97,80,3,No,100,84.4,6,2,6.4,Completed,Sep-2026,36,0
201,BAT202603-06,ASS0051,Fresher,CBR,Client Delta,TR007,Generic Training,Virtual,2026-03-06 00:00:00,2026-03-12 00:00:00,7,7,56,53.4,41.9,11.5,53.8,99.3,79,1,Yes,79,78.2,0,0,1.1,Completed,Mar-2026,10,0
202,BAT202603-06,ASS0051,Fresher,CBR,Client Delta,TR007,CST,Classroom,2026-03-13 00:00:00,2026-03-16 00:00:00,4,4,32,30.6,22.3,8.3,31.1,98.4,87,1,Yes,86.8,73.6,2,0,0.4,Completed,Mar-2026,11,0
203,BAT202603-06,ASS0051,Fresher,CBR,Client Delta,TR007,LAW,Virtual,2026-03-17 00:00:00,2026-03-28 00:00:00,10,12,80,80,37.7,42.3,82.9,96.5,94,1,Yes,88.7,73.8,9,1,0.1,Completed,Mar-2026,12,1
204,BAT202603-06,ASS0051,Fresher,CBR,Client Delta,TR007,OJT,Classroom,2026-03-29 00:00:00,2026-04-22 00:00:00,25,25,200,168.4,156.4,12,202.7,83.1,71,1,Yes,83.6,79.6,5,1,1.3,Completed,Mar-2026,13,0
